home_team,away_team,home_goals,away_goals,month,p_home_win1,p_draw1,p_away_win1,p_home_win2,p_draw2,p_away_win2,p_home_win3,p_draw3,p_away_win3,oddHome,oddDraw,oddAway,d_accuracy,d_efficiency,d_vulnerability,d_points,d_global_rank,d_rank
Lille,Lyon,0,1,11,0.2186,0.258,0.5225,0.10406250000000006,0.525,0.3709374999999999,0.236015625,0.5875,0.17648437499999994,3.08,3.2,2.61,0.1296957671957677,-0.03177895719691386,0.031623305888011766,0.15384615384615385,8,11
Lorient,Monaco,0,3,11,0.0526,0.0931,0.8235,-0.023749999999999997,0.575,0.44875,0.2565625,0.5249999999999999,0.21843750000000006,4.06,3.7,1.98,1.6554232804232814,-0.16833893230952057,0.03510543106131339,-0.23076923076923084,16,18
Bastia,Montpellier,1,1,11,0.4705,0.2576,0.2704,-0.015625,0.625,0.390625,0.29554687500000004,0.5874999999999999,0.11695312500000005,2.92,3.22,2.73,-1.2537878787878793,-0.08331714581714582,-0.16825202303143483,0.3846153846153846,1,4
Nancy,Dijon,1,0,11,0.3447,0.39799999999999996,0.2572,0.1421875,0.525,0.3328125,0.204375,0.675,0.12062499999999997,2.08,3.45,4.0,1.25,0.029846079846079836,-0.0012091503267974146,0.12587412587412586,4,7
Paris SG,Nantes,2,0,11,0.8492,0.1305,0.0195,0.4937499999999999,0.3500000000000001,0.15624999999999994,0.465625,0.425,0.109375,1.22,7.1,17.2,0.3875000000000002,0.033223776542742056,-0.09417989417989417,0.5384615384615384,-4,-15
Rennes,Angers,1,1,11,0.6247,0.2855,0.0898,0.314921875,0.3875,0.297578125,0.480546875,0.3625,0.15695312499999994,2.4,3.08,3.59,-0.4892857142857143,0.0866596366596367,-0.0463980463980464,0.7692307692307692,-6,-4
Toulouse,Metz,1,2,11,0.5402,0.282,0.1776,0.2453125,0.725,0.029687500000000006,0.387578125,0.4625,0.149921875,1.56,4.2,7.16,0.8266666666666667,0.10015425750719867,0.1250403667214012,0.5524475524475524,3,-5
Guingamp,Bordeaux,1,1,11,0.4952,0.3298,0.175,0.3871875,0.325,0.2878125,0.4900000000000001,0.2749999999999999,0.23500000000000004,2.56,3.3,3.06,-1.1339682539682538,-0.016320716320716327,-0.04567821067821068,0.5664335664335667,-1,-1
Marseille,Caen,1,0,11,0.6183,0.353,0.0287,0.21617187500000004,0.5874999999999999,0.19632812500000005,0.482421875,0.5625,-0.044921875,1.85,3.75,4.65,-0.25416666666666643,0.004311660561660574,-0.17111777111777113,0.8461538461538463,-10,-1
St Etienne,Nice,0,1,11,0.3062,0.3362,0.3575,0.26093750000000004,0.375,0.3640625,0.34187500000000004,0.35,0.308125,2.27,3.17,3.77,1.5138888888888893,0.03577623357035123,-0.01976301476301475,0.013986013986014068,7,8
Rennes,Toulouse,1,0,11,0.4356,0.4222,0.1421,0.31093750000000003,0.575,0.1140625,0.408515625,0.4125,0.17898437500000006,2.43,3.28,3.29,-0.5333333333333332,0.07525371453942885,-0.011024814784213258,0.6666666666666666,-8,-2
Bordeaux,Dijon,3,2,11,0.6086,0.3077,0.0837,0.33625,0.475,0.18875000000000006,0.37,0.575,0.05500000000000002,1.64,4.07,6.0,0.06428571428571539,0.07122414622414622,-0.049439748704454625,0.6923076923076923,-4,-7
Caen,Guingamp,1,1,11,0.147,0.1674,0.6707,0.06414062500000002,0.5125,0.423359375,0.325,0.5,0.175,2.39,3.25,3.39,3.4107142857142874,-0.10204748566093107,0.0121961371961372,0.3897435897435899,1,8
Metz,Lorient,3,3,11,0.3231,0.2297,0.441,0.2724218749999999,0.7375,-0.009921874999999995,0.1796875,0.875,-0.0546875,2.53,3.32,3.08,-0.3249999999999993,0.08609554933084346,0.011117395676219222,0.5384615384615384,-3,-9
Monaco,Marseille,4,0,11,0.7488,0.0454,0.0273,0.417578125,0.3125,0.269921875,0.575078125,0.3875,0.03742187500000005,1.7,3.99,5.44,0.21124338624338534,0.1415607268548445,-0.021310933075638985,1.076923076923077,-13,-10
Montpellier,Nancy,0,0,11,0.677,0.2221,0.1004,0.302578125,0.4125000000000001,0.28492187499999994,0.3855468750000001,0.5125,0.101953125,1.9,3.66,4.52,-0.49642857142857144,0.05931290931290931,-0.006812169312169297,0.4615384615384615,1,-4
Nantes,Lille,0,0,11,0.2466,0.3886,0.3648,0.127734375,0.8125,0.059765625,0.2839843750000001,0.7625,-0.046484375,2.53,3.0,3.44,0.4166666666666674,-0.020690883190883184,-0.02954314204314204,0.3076923076923077,1,-1
Angers,St Etienne,1,2,11,0.3819,0.3865,0.2316,0.30625,0.5,0.19375000000000006,0.4093749999999999,0.3500000000000001,0.240625,2.73,2.87,3.27,1.4817460317460323,0.009641121405827291,-0.0029100529100529182,0.3846153846153845,2,-1
Lyon,Paris SG,1,2,11,0.2229,0.1889,0.5694,0.367890625,0.16249999999999998,0.4696093750000001,0.32093749999999993,0.3250000000000001,0.3540625,3.98,3.49,2.07,-0.03769841269841301,-0.020668912053183164,0.05719696969696969,0.0,8,4
Nice,Bastia,1,1,11,0.7445,0.1692,0.0838,0.4375,0.5,0.0625,0.625,0.5,-0.125,1.65,3.85,6.46,-0.23979591836734615,0.13863923774638054,-0.019265047155986148,1.0358974358974358,-12,-16
Dijon,Monaco,1,1,11,0.1934,0.1572,0.5918,0.07250000000000006,0.3999999999999999,0.5275000000000001,0.361328125,0.3625,0.276171875,5.57,4.26,1.65,0.23424036281179195,-0.040914640914640976,-0.04547085500867014,-0.06666666666666665,7,13
Lille,Caen,4,2,11,0.4634,0.3442,0.1924,0.10750000000000004,0.7,0.1925,0.229140625,0.7875,-0.016640624999999982,1.76,3.5,5.98,0.8535714285714282,0.02500579179040037,-0.018178926582287896,0.5333333333333333,-3,4
Lorient,Rennes,2,1,11,0.4033,0.3146,0.2819,0.05062499999999995,0.55,0.399375,0.19992187500000005,0.6625,0.137578125,2.74,3.32,2.82,0.26190476190476275,-0.0063173754350224764,0.04215853007869813,0.15897435897435896,4,16
Bastia,Bordeaux,1,1,11,0.2423,0.3595,0.3981,0.13000000000000006,0.45,0.42,0.2375,0.525,0.2375,3.11,3.09,2.67,-1.506648113790972,-0.027460832817975636,-0.016857349000206134,0.0,11,12
Guingamp,Nice,0,1,11,0.2505,0.423,0.3264,0.31023437499999995,0.3625,0.327265625,0.40625,0.25,0.34375,2.63,3.19,3.06,0.28750000000000053,0.0017132921544686097,0.012962962962962975,0.07692307692307687,4,4
Nancy,Metz,4,0,11,0.1428,0.3383,0.5189,0.31125,0.45,0.23875,0.31125,0.45,0.23875,2.13,3.29,4.04,0.8214285714285712,-0.07335442335442334,0.08252020967538211,-0.19999999999999996,14,8
Nantes,Lyon,0,6,11,0.1107,0.3315,0.5578,0.07468750000000005,0.575,0.3503125,0.223046875,0.4625,0.314453125,3.81,3.47,2.13,0.10997732426303841,-0.0742624229178851,0.023067408781694484,-0.2666666666666666,14,12
Paris SG,Angers,2,0,11,0.7802,0.2003,0.0193,0.5235156249999999,0.3375,0.13898437500000002,0.4865625,0.325,0.1884375000000001,1.24,6.73,14.81,-0.011054421768707634,0.05581625544679733,-0.0803077874506446,0.6666666666666666,-5,-8
St Etienne,Marseille,0,0,11,0.6793,0.1994,0.1194,0.31375,0.525,0.16125,0.288125,0.675,0.036874999999999984,2.16,3.26,3.99,1.880952380952381,0.011342485712233605,-0.10025674605506538,0.6666666666666667,-3,-4
Toulouse,Montpellier,1,0,11,0.6492,0.0902,0.0855,0.010000000000000037,0.6499999999999999,0.3400000000000001,0.24,0.6,0.16,2.34,3.31,3.45,1.4964285714285719,0.004525539819657504,-0.003220176959672749,0.6564102564102565,0,-4
Caen,Dijon,3,3,12,0.479,0.2791,0.2414,0.1375,0.725,0.1375,0.3347656250000001,0.6375,0.02773437500000001,2.19,3.33,3.74,2.628231292517008,0.011982975008185084,-0.039333145845750886,0.7333333333333334,-8,2
Angers,Lorient,2,2,12,0.5484,0.2544,0.1963,0.08914062500000003,0.6375,0.273359375,0.32460937500000003,0.6625,0.012890624999999987,2.08,3.34,4.17,-0.2704081632653055,-0.013422291993720581,-0.0718713825856683,0.6666666666666666,-5,-8
Bordeaux,Lille,0,1,12,0.579,0.2757,0.1451,0.380078125,0.4375,0.182421875,0.443359375,0.5625,-0.005859374999999972,2.44,3.11,3.44,-0.16156462585034026,0.07331676260247692,-0.05298193869622439,0.7999999999999999,-11,-13
Guingamp,Nantes,2,0,12,0.5043,0.3358,0.1598,0.23500000000000004,0.7,0.06500000000000003,0.335234375,0.5875,0.077265625,2.22,3.19,3.89,-1.3452380952380953,-0.019878335949764542,-0.06167800453514741,0.46666666666666656,-1,-12
Monaco,Bastia,5,0,12,0.838,0.0946,0.0471,0.436328125,0.3875,0.17617187500000006,0.5903125,0.425,-0.01531250000000001,1.35,5.44,10.21,-0.7692743764172336,0.18094145583641377,0.024216164625371767,1.0,-10,-15
Montpellier,Paris SG,3,0,12,0.2172,0.259,0.5229,0.171171875,0.2875,0.541328125,0.3125,0.25,0.4375,7.27,4.64,1.5,1.0323129251700682,-0.05104960399078047,-0.006019377447948879,-0.19999999999999996,10,12
Marseille,Nancy,3,0,12,0.5384,0.4356,0.026000000000000002,0.16445312499999998,0.4375,0.398046875,0.4699218749999999,0.4375,0.09257812500000004,1.79,3.53,5.56,1.1083333333333325,0.007715498786927358,-0.09643729286586428,0.6,-5,-3
Nice,Toulouse,3,0,12,0.5545,0.3268,0.1187,0.401875,0.45,0.148125,0.479140625,0.4125,0.10835937500000004,1.88,3.42,5.1,-0.94345238095238,0.12023046398046398,-0.027963414616858896,0.7647058823529412,-9,-6
Rennes,St Etienne,2,0,12,0.4758,0.3495,0.1747,0.21539062500000006,0.5125,0.27210937500000004,0.408203125,0.2625,0.32929687500000004,2.63,3.03,3.22,0.9345238095238098,0.0531280227708799,-0.01602891156462584,0.5764705882352942,-5,-2
Bastia,Metz,2,0,12,0.3077,0.4248,0.2674,0.13374999999999998,0.65,0.21625,0.255859375,0.5875,0.15664062499999998,1.89,3.47,4.89,-1.0861742424242427,-0.042041812354312355,0.021228178444836654,0.0,10,5
Bordeaux,Monaco,0,4,12,0.1631,0.1927,0.6379,0.220703125,0.3125,0.466796875,0.28492187499999994,0.4125000000000001,0.302578125,3.63,3.44,2.21,1.4231150793650795,-0.11310113497613496,-0.020789433197521454,0.0,6,5
Dijon,Marseille,1,2,12,0.6689,0.1738,0.1464,0.128125,0.55,0.321875,0.375390625,0.5375,0.08710937499999999,3.14,3.3,2.51,0.24583333333333401,0.09213217338217337,-0.04889445521798465,0.588235294117647,-6,6
Lille,Montpellier,2,1,12,0.4607,0.1982,0.3154,0.33226562499999995,0.3875000000000001,0.280234375,0.31539062500000004,0.5874999999999999,0.09710937500000004,1.96,3.41,4.61,0.5895833333333336,-0.05576927479984754,-0.07402319902319904,0.47058823529411775,0,4
Nancy,Angers,2,0,12,0.3929,0.3467,0.2604,0.275703125,0.5875,0.13679687499999998,0.432890625,0.4875,0.07960937499999997,2.46,3.07,3.48,0.7991071428571432,0.006541579335697004,0.0018460705960706009,0.17647058823529416,8,4
Toulouse,Lorient,3,2,12,0.6864,0.1625,0.1363,0.12,0.6,0.28,0.31539062500000004,0.5874999999999999,0.09710937500000004,2.09,3.41,4.01,0.24613095238095273,0.06588758463758466,0.02360033711067544,0.8823529411764706,-10,-11
Lyon,Rennes,1,0,12,0.7801,0.1307,0.0773,0.389765625,0.3375,0.272734375,0.29875,0.65,0.05125,1.54,4.47,6.71,-0.6675170068027212,0.05996152743047154,0.009035432354760065,0.5333333333333334,-1,2
Paris SG,Nice,2,2,12,0.4964,0.4346,0.069,0.34375,0.25,0.40625,0.466796875,0.13749999999999996,0.395703125,1.34,5.77,9.91,0.4561011904761898,0.06333282981627662,-0.028174603174603165,0.10980392156862728,2,1
St Etienne,Guingamp,1,0,12,0.3709,0.3149,0.314,0.16687499999999994,0.55,0.283125,0.205625,0.55,0.24437499999999995,2.1,3.16,4.39,2.0479166666666666,-0.07023856454003513,-0.04748931623931624,0.23529411764705876,9,4
Angers,Nantes,0,2,12,0.5116,0.2835,0.2046,0.09273437499999998,0.8375,0.069765625,0.293359375,0.6875,0.019140625000000026,2.45,2.95,3.66,-0.4449404761904767,0.002548763263740053,-0.02531288156288157,0.2941176470588236,7,-5
Guingamp,Paris SG,2,1,12,0.3713,0.3367,0.2919,0.15867187500000002,0.5125,0.328828125,0.3296875,0.375,0.29531250000000003,6.5,4.25,1.58,0.12559523809523832,-0.04810142879995821,-0.08998917748917748,0.11764705882352944,4,3
Lorient,St Etienne,2,1,12,0.1762,0.2782,0.5454,0.18031250000000004,0.5249999999999999,0.29468750000000005,0.25,0.5,0.25,2.57,3.28,3.07,1.9812500000000002,-0.020046171149112307,0.09234983766233766,0.05882352941176472,9,12
Montpellier,Bordeaux,4,0,12,0.4388,0.2897,0.2711,0.199921875,0.6625,0.13757812500000002,0.418984375,0.3875000000000001,0.193515625,2.37,3.26,3.44,-0.20863095238095175,0.03481657231657233,-0.012068487068487066,0.2941176470588235,4,3
Rennes,Bastia,1,2,12,0.7408,0.1995,0.0594,0.21539062500000006,0.5125,0.27210937500000004,0.517890625,0.5125,-0.030390625000000008,1.76,3.7,5.55,0.10595238095238146,0.08561625488708817,-0.059122905014848744,0.9752321981424149,-13,-10
Toulouse,Nancy,1,1,12,0.7998,0.1469,0.0514,0.231953125,0.4125,0.35554687500000004,0.3896875,0.5750000000000001,0.0353125,2.12,3.1,4.44,-0.11874999999999947,0.14364348886407713,0.06932419897783677,0.7058823529411764,-6,-7
Caen,Metz,3,0,12,0.3764,0.2807,0.3422,0.18343749999999995,0.675,0.1415625,0.34492187500000004,0.6124999999999999,0.04257812500000002,2.02,3.39,4.33,1.203869047619048,-0.025745506535947704,0.04941494957975688,0.29721362229102166,7,3
Marseille,Lille,2,0,12,0.5755,0.3944,0.0301,0.371015625,0.2125,0.416484375,0.4900781249999999,0.3375,0.17242187500000006,1.98,3.4,4.54,1.6677083333333331,0.020480889724310773,-0.13263125763125763,0.7647058823529411,-7,-4
Monaco,Lyon,1,3,12,0.635,0.1759,0.1726,0.4537499999999999,0.15000000000000002,0.3962500000000001,0.5078125,0.125,0.3671875,1.9,3.95,4.14,-1.2817460317460316,0.15047434999640882,-0.01215277777777779,0.5294117647058825,-1,-3
Nice,Dijon,2,1,12,0.8335,0.1098,0.0478,0.45625,0.5,0.04374999999999998,0.50125,0.425,0.07374999999999997,1.58,4.23,6.6,-0.2045965608465603,0.12474254140920804,-0.10206938690394574,1.0340557275541795,-17,-17
Bastia,Marseille,1,2,12,0.4607,0.32299999999999995,0.2162,0.328125,0.25,0.421875,0.314453125,0.4625,0.223046875,3.9,3.26,2.18,-0.28453583453583464,-0.006329935496602143,-0.04780517231497623,0.368421052631579,0,6
Bordeaux,Nice,0,0,12,0.1067,0.2178,0.6749,0.0062500000000000324,0.5,0.49375,0.16625,0.45,0.38375,2.48,3.55,2.98,1.1793154761904772,-0.03332829570574669,0.062064093314093315,-0.26315789473684215,11,9
Dijon,Toulouse,2,0,12,0.501,0.3153,0.1836,0.02773437500000001,0.6375,0.3347656250000001,0.25625000000000003,0.7,0.04375,2.36,3.27,3.45,-0.45291005291005204,0.0974155474155474,-0.011606762308516719,0.31578947368421056,1,10
Lille,Rennes,1,1,12,0.6363,0.2286,0.1342,0.3709375,0.5249999999999999,0.10406250000000006,0.3999999999999999,0.6000000000000001,0.0,2.24,3.3,3.68,0.36979166666666563,0.04393203187707831,-0.027893439167948952,0.5541795665634676,-3,7
Lyon,Angers,2,0,12,0.6036,0.2437,0.1521,0.5234375,0.5249999999999999,-0.04843749999999997,0.36000000000000004,0.6,0.03999999999999998,1.42,5.09,8.39,-0.787698412698413,0.051988342273668386,0.0328351047101047,0.5139318885448916,1,-12
Metz,Guingamp,2,2,12,0.0892,0.11199999999999999,0.7451,0.02773437500000001,0.6375,0.3347656250000001,0.12062499999999997,0.675,0.204375,3.18,3.27,2.5,1.4105820105820106,0.02049520144758238,0.08935831778969033,0.05964912280701751,10,12
Monaco,Caen,2,1,12,0.8672,0.0345,0.0131,0.326171875,0.4375,0.236328125,0.4515625,0.625,-0.07656249999999998,1.35,5.72,9.72,-0.9809634038800703,0.19894578914186756,-0.07558798604980234,1.0990712074303406,-17,-16
Nantes,Montpellier,1,0,12,0.1025,0.1852,0.7101,0.163984375,0.5375,0.2985156250000001,0.190625,0.75,0.059374999999999976,2.61,3.16,3.12,1.9780092592592595,-0.10623216199196595,-0.06024451447245563,0.14241486068111459,3,8
Paris SG,Lorient,5,0,12,0.8705,0.0931,0.0295,0.158671875,0.5125,0.328828125,0.470078125,0.4874999999999999,0.042421875000000026,1.21,7.7,15.0,-0.5537037037037025,0.03811209762866288,-0.1167140364508786,1.0000000000000004,-14,-17
St Etienne,Nancy,0,0,12,0.5928,0.3286,0.0786,0.191171875,0.4875,0.321328125,0.31093750000000003,0.575,0.11406250000000002,2.45,3.09,3.48,0.4407407407407411,0.05273326890973947,-0.07945817989677639,0.47368421052631576,1,-4
Lille,St Etienne,1,1,1,0.3246,0.292,0.38299999999999995,0.325,0.5,0.17500000000000002,0.328828125,0.5125,0.15867187500000002,2.09,3.19,4.35,1.5874074074074072,-0.001200470591595476,0.04504225621872682,0.28822055137844604,3,4
Angers,Bordeaux,1,1,1,0.3352,0.2793,0.3848,0.010546874999999976,0.8625,0.12695312499999994,0.15835937500000002,0.6625,0.179140625,3.01,3.1,2.74,0.4777777777777765,-0.024747388834076123,0.009805626472293133,0.10526315789473684,13,7
Lorient,Guingamp,3,1,1,0.1463,0.193,0.6562,0.196484375,0.5125,0.2910156250000001,0.33625,0.475,0.18875000000000006,2.45,3.33,3.2,1.5212962962962964,-0.08351941449980665,0.06088279004945675,0.20802005012531327,10,14
Montpellier,Dijon,1,1,1,0.7399,0.1722,0.0855,0.196328125,0.5875,0.216171875,0.5338281249999999,0.4625,0.003671875000000047,1.81,3.72,5.01,0.4301587301587295,0.0707391374058041,-0.08691004891985285,0.7894736842105263,-10,-5
Nancy,Bastia,1,0,1,0.4694,0.2811,0.249,0.2961718750000001,0.4624999999999999,0.24132812500000006,0.4937499999999999,0.3500000000000001,0.15624999999999994,2.05,3.19,4.55,0.71031746031746,0.024134843007392007,-0.013583404376243238,0.31578947368421056,5,-1
Rennes,Paris SG,0,1,1,0.4518,0.2822,0.2655,0.12,0.6,0.28,0.332734375,0.4625,0.204765625,9.01,5.11,1.4,0.5802116402116408,0.02195734911421185,-0.09159451659451658,0.3057644110275688,0,4
Toulouse,Nantes,0,1,1,0.5821,0.2223,0.1928,0.191171875,0.4875,0.321328125,0.325,0.5,0.17500000000000002,2.25,3.06,4.01,-0.3611111111111107,0.09256682859624038,0.051784417470692,0.4736842105263158,1,-8
Caen,Lyon,3,2,1,0.1003,0.1364,0.743,0.15624999999999994,0.3500000000000001,0.4937499999999999,0.325546875,0.2125,0.461953125,4.75,4.22,1.75,1.0331128747795417,-0.03672242971262579,0.015008140008140006,0.052631578947368474,6,15
Marseille,Monaco,1,4,1,0.4991,0.392,0.109,0.4859375,0.17500000000000004,0.3390625,0.473046875,0.1875,0.339453125,2.78,3.44,2.7,2.1742945326278655,-0.14309257182064206,-0.10211021730629573,0.210526315789474,2,3
Nice,Metz,0,0,1,0.795,0.1495,0.0536,0.4471875,0.525,0.02781249999999999,0.5390625,0.4750000000000001,-0.014062500000000032,1.53,4.1,8.0,-1.2714285714285714,0.10952852702852696,-0.029838079432399918,0.7619047619047616,-6,-17
Nantes,Caen,1,0,1,0.21899999999999997,0.353,0.4279,0.389765625,0.3375,0.272734375,0.328046875,0.7625,-0.09054687499999996,2.28,3.22,3.69,1.3074074074074074,-0.012405033238366572,-0.02445648893017313,0.4210526315789474,0,-1
Bastia,Nice,1,1,1,0.1481,0.3634,0.4885,0.13749999999999998,0.5,0.3625,0.220625,0.45,0.32937500000000003,3.3,3.11,2.53,-0.23190235690235728,-0.02633519439891989,0.05088584255250925,-0.32832080200501257,15,14
Bordeaux,Toulouse,1,0,1,0.3734,0.4133,0.2133,0.14210937499999998,0.7375,0.12039062499999995,0.250703125,0.7375,0.01179687499999997,2.06,3.35,4.21,0.6619047619047622,0.02146825396825397,-0.007874296755875754,0.380952380952381,2,-1
Dijon,Lille,0,0,1,0.5979,0.2487,0.1529,0.215390625,0.5125,0.27210937500000004,0.317734375,0.5375000000000001,0.14476562499999995,3.25,3.15,2.52,-0.2625573192239865,0.12474062974062974,-0.05632912766246102,0.49874686716791977,-1,3
Guingamp,Rennes,1,1,1,0.6857,0.2435,0.0707,0.24625,0.675,0.07874999999999996,0.423359375,0.5125,0.06414062500000002,2.11,3.26,4.16,-0.2416666666666667,0.03901561401561399,-0.08879174565449074,0.7894736842105263,-9,-2
Metz,Montpellier,2,0,1,0.2762,0.1583,0.451,0.109609375,0.6375,0.25289062500000004,0.234375,0.75,0.015625,2.95,3.31,2.64,0.14791666666666714,0.05654438698556344,-0.020880108453637886,0.3389355742296919,2,5
Nantes,Paris SG,0,2,1,0.0668,0.1879,0.7446,0.466328125,0.23750000000000004,0.296171875,0.349609375,0.3875,0.26289062500000004,9.83,4.96,1.4,2.1395238095238094,-0.07670916501798854,-0.01743506493506497,-0.2857142857142857,17,8
Lyon,Marseille,3,1,1,0.603,0.19399999999999998,0.1931,0.35,0.30000000000000004,0.35,0.3540625,0.3250000000000001,0.32093749999999993,1.74,3.96,5.19,0.3705291005291005,0.015009759430049313,0.011410452292805212,0.518796992481203,1,-2
Monaco,Lorient,4,0,1,0.7304,0.0343,0.0189,0.4203125,0.325,0.2546875,0.452265625,0.5375,0.01023437500000002,1.31,5.95,11.0,-0.8609920634920627,0.14423992673992675,-0.09725934325392527,1.0952380952380953,-17,-18
St Etienne,Angers,2,1,1,0.5227,0.3806,0.0967,0.25117187500000004,0.6875,0.061328124999999976,0.35664062500000004,0.6875,-0.04414062500000002,1.9,3.34,5.12,0.951428571428572,0.023174227733051264,-0.081025641025641,0.4761904761904762,1,-10
Marseille,Montpellier,5,1,1,0.7067,0.1972,0.0949,0.25289062500000004,0.6375,0.10960937500000002,0.4225,0.6499999999999999,-0.07249999999999993,1.7,4.09,5.36,0.8605808080808095,-0.024524353160364998,-0.19044876691935525,0.8260869565217391,-13,-8
Angers,Metz,2,1,1,0.4344,0.3459,0.2196,-0.005000000000000032,0.675,0.33,0.1925,0.7,0.10750000000000004,1.99,3.31,4.6,-0.1221645021645017,-0.00804465572267428,0.03984938039197673,0.14078674948240166,11,6
Bastia,Caen,1,1,1,0.5149,0.3239,0.1612,0.19281250000000005,0.575,0.2321875,0.328046875,0.7625,-0.09054687499999996,2.41,3.15,3.48,-0.8216115702479341,0.03488642596262919,-0.05594387743944457,0.5610766045548654,-2,-1
Lorient,Dijon,2,3,1,0.384,0.2543,0.3594,0.18945312500000006,0.5625,0.248046875,0.4653125,0.475,0.05968749999999998,1.99,3.8,3.94,0.8550000000000004,-0.007526142158495092,0.012208445149621605,0.5714285714285714,0,1
Lyon,Lille,1,2,1,0.6223,0.2488,0.1285,0.401640625,0.3875,0.210859375,0.463515625,0.3624999999999999,0.17398437500000002,1.49,4.69,7.48,-0.2617063492063494,0.09315173702473474,0.0005907980907981225,0.7142857142857143,-10,-13
Nancy,Bordeaux,0,2,1,0.3994,0.2921,0.3081,0.35250000000000004,0.3999999999999999,0.24750000000000005,0.548828125,0.3125,0.138671875,2.7,3.06,3.09,0.5571428571428569,-0.005993287757993654,-0.022207792207792232,0.23809523809523803,9,6
Rennes,Nantes,1,1,1,0.5008,0.3156,0.1835,0.06593750000000001,0.525,0.4090625,0.18031250000000004,0.5249999999999999,0.29468750000000005,2.35,3.0,3.84,-0.41030303030303017,0.035013912854821916,-0.038051948051948045,0.38095238095238093,-1,-3
Nice,Guingamp,3,1,1,0.6623,0.1945,0.1395,0.309921875,0.5125,0.177578125,0.451484375,0.4875,0.06101562499999996,2.03,3.36,4.35,0.7564935064935066,0.042677776768685866,-0.06875002596927729,0.7391304347826089,-6,-5
Paris SG,Monaco,1,1,1,0.6035,0.233,0.1624,0.3978125,0.17499999999999993,0.4271875000000001,0.438359375,0.13749999999999996,0.4241406250000001,1.52,4.94,6.19,0.80829365079365,-0.0718325564332824,-0.05209150326797385,0.19047619047619035,3,1
Toulouse,St Etienne,0,3,1,0.47200000000000003,0.2683,0.2588,0.01999999999999999,0.6,0.38,0.255859375,0.5875,0.15664062499999998,2.39,3.03,3.67,1.456666666666666,0.07429568797215858,0.08249702911467621,0.42857142857142855,2,3
Metz,Marseille,1,0,2,0.2959,0.1875,0.4788,0.196484375,0.5125,0.2910156250000001,0.308203125,0.4375,0.25429687500000003,4.11,3.64,1.99,0.7554593554593563,0.08042801754922964,0.04760296654001503,0.240274599542334,9,10
Bordeaux,Rennes,1,1,2,0.4914,0.3082,0.2002,0.405859375,0.4625,0.131640625,0.30000000000000004,0.6,0.1,1.92,3.39,4.89,0.4905952380952381,0.01585661812934537,-0.048433822564838594,0.49689440993788836,-5,-2
Dijon,Paris SG,1,3,2,0.2708,0.243,0.4835,0.33210937500000004,0.2875,0.380390625,0.249609375,0.4125000000000001,0.3378906249999999,9.8,5.29,1.37,0.3623376623376622,0.028937565702271573,-0.051181949363767576,-0.17391304347826098,11,11
Guingamp,Caen,0,1,2,0.6418,0.2635,0.0946,0.12656249999999994,0.625,0.24843750000000006,0.4,0.6,0.0,2.09,3.42,4.0,-0.40863636363636413,0.040330780330780316,-0.07428081089564342,0.9130434782608696,-12,-10
Lille,Lorient,0,1,2,0.5704,0.2053,0.2161,0.34124999999999994,0.55,0.10875,0.390625,0.625,-0.015625,1.85,3.67,4.82,0.14318181818181897,-0.0004409903509256241,-0.061646250050415546,0.6521739130434783,-6,-9
Monaco,Nice,3,0,2,0.4939,0.2497,0.2547,0.3784375,0.275,0.3465625,0.412578125,0.2875,0.299921875,1.59,4.39,6.11,-0.03273088023088011,0.1336262430380078,0.030140576891913795,0.3126293995859214,-1,-1
Montpellier,Bastia,2,1,2,0.6754,0.2166,0.1072,0.068828125,0.7125,0.218671875,0.438125,0.45,0.11187500000000004,1.91,3.59,4.59,0.41523809523809563,0.07347194472194475,-0.022139593853148842,0.5714285714285714,-2,-2
