home_team,away_team,home_goals,away_goals,month,p_home_win1,p_draw1,p_away_win1,p_home_win2,p_draw2,p_away_win2,p_home_win3,p_draw3,p_away_win3,oddHome,oddDraw,oddAway,d_accuracy,d_efficiency,d_vulnerability,d_points,d_global_rank,d_rank
Caen,Montpellier,2,1,9,0.1914,0.8086,0.0,0.3453906250000001,0.6625,-0.007890625000000012,0.21625,0.65,0.13374999999999998,2.36,3.29,3.4,1.041666666666667,0.05555555555555555,0.10384615384615385,0.39999999999999997,1,-13
Guingamp,Ajaccio GFCO,2,1,9,0.5726,0.4274,0.0,0.3625,0.7,-0.06249999999999997,0.3790125,0.645,-0.02401250000000002,1.83,3.42,5.51,-0.9666666666666668,0.08333333333333333,-0.017223517223517212,0.45714285714285713,-1,-5
Reims,Paris SG,1,1,9,0.0,0.4346,0.5654,0.3125,0.25,0.4375,0.5000125,0.0050000000000000044,0.4949875,8.59,4.26,1.49,-0.35833333333333295,0.038902812587023106,0.038461538461538464,-0.08571428571428585,6,4
Bordeaux,Toulouse,1,1,9,0.8099,0.133,0.0534,0.317734375,0.5375000000000001,0.14476562499999995,0.405,0.7,-0.10499999999999997,2.13,3.38,3.92,1.166666666666667,0.02584586466165413,-0.09951159951159952,0.6,-4,-1
Marseille,Lyon,1,1,9,0.0,0.1945,0.8055,0.23875,0.45,0.31125,0.3783875,0.115,0.5066125,2.08,3.53,3.9,-0.3833333333333333,0.036810411810411836,0.0972222222222222,-0.34285714285714286,1,6
Monaco,Lorient,2,3,9,0.0,0.4786,0.5214,0.30625,0.5,0.19375,0.09999999999999998,0.8,0.09999999999999998,1.63,3.95,6.6,-0.375,-0.038461538461538464,-0.06390977443609022,0.0,1,-7
St Etienne,Nantes,2,0,9,0.7146,0.2854,0.0,0.4575,0.4,0.14250000000000002,0.475,0.5,0.02499999999999997,1.79,3.37,6.1,-2.833333333333333,0.11490683229813665,0.060113519091847256,0.6000000000000001,-4,-9
Angers,Reims,0,0,9,0.3861,0.4197,0.1942,0.3025781250000001,0.4124999999999999,0.28492187500000005,0.386546875,0.4225,0.190953125,2.66,3.22,3.0,1.083333333333334,-0.034193121693121664,-0.06359196359196359,0.1428571428571429,0,-1
Paris SG,Guingamp,3,0,9,0.8074,0.1491,0.0424,0.360859375,0.2625,0.376640625,0.37795,0.4300000000000001,0.19205,1.18,7.39,25.01,0.4277777777777785,0.0665204678362573,-0.037037037037037035,0.3714285714285715,1,-7
Ajaccio GFCO,Rennes,1,1,9,0.0,0.0821,0.9168,-0.12218749999999995,0.575,0.5471874999999999,-0.11838749999999998,0.615,0.5033875,3.33,3.08,2.52,2.111111111111111,-0.20833333333333331,0.06674436674436672,-0.8571428571428571,14,18
Lorient,Caen,2,0,9,0.2475,0.2431,0.5073,0.29531250000000003,0.375,0.3296875,0.2641375,0.395,0.3408625,2.18,3.48,3.64,1.4861111111111114,-0.0369047619047619,0.00396825396825394,-0.2857142857142857,8,6
Lyon,Bastia,2,0,9,0.29,0.4001,0.3099,0.34492187500000004,0.6124999999999999,0.04257812500000002,0.2079,0.78,0.012099999999999972,1.45,4.58,8.93,-1.0277777777777781,-0.1365079365079365,-0.05676328502415459,0.14285714285714285,3,-5
Nice,Bordeaux,6,1,9,0.2288,0.2823,0.4884,0.3000000000000001,0.3999999999999999,0.3,0.140765625,0.5875,0.271734375,3.02,3.36,2.55,2.749999999999999,0.07563025210084033,0.021825396825396803,0.0,4,-6
Toulouse,Marseille,1,1,9,0.8696,0.1301,0.0,0.14749999999999994,0.55,0.3025,0.407996875,0.6975,-0.105496875,3.17,3.35,2.46,0.12499999999999956,0.14415954415954416,0.011519961519961514,0.7142857142857143,-5,3
Troyes,St Etienne,0,1,9,0.1439,0.2053,0.6482,-0.01499999999999996,0.45,0.565,0.09536250000000003,0.465,0.4396375,3.68,3.32,2.24,-0.24047619047619095,-0.02759740259740262,-0.0032407407407407246,-0.5238095238095237,10,15
Montpellier,Monaco,2,3,9,0.0192,0.1223,0.8574,-0.00242187499999999,0.7625,0.23992187500000006,-0.12117187499999997,0.5875,0.533671875,3.33,3.15,2.48,-0.4583333333333339,-0.06370493541546175,0.041951566951566946,-1.0,16,8
Reims,Lille,1,0,9,0.3374,0.5364,0.1262,0.25429687500000003,0.4375,0.308203125,0.410265625,0.3675,0.22223437500000004,2.77,3.17,2.88,-1.255555555555555,0.14285714285714285,0.008211831741243514,0.5714285714285714,-5,-6
Bastia,Toulouse,3,0,9,0.7235,0.1575,0.1096,-0.009921875000000052,0.7375,0.27242187500000004,0.3257375,0.615,0.059262499999999975,3.01,3.26,2.63,0.6499999999999995,0.12356902356902356,0.03309870956929778,0.7142857142857142,-11,-3
Bordeaux,Lyon,3,1,9,0.052000000000000005,0.1703,0.7769,0.184375,0.45,0.365625,0.25630000000000003,0.34,0.4037,2.4,3.39,3.23,0.994444444444444,-0.08213982439988633,0.06084656084656084,-0.4285714285714286,12,11
Caen,Ajaccio GFCO,2,0,9,0.4785,0.3632,0.1584,0.2775,0.7,0.02250000000000002,0.4283625,0.645,-0.0733625,1.83,3.43,5.46,-0.9166666666666665,0.042989417989417994,0.13095238095238093,0.746031746031746,-6,-12
Nantes,Paris SG,1,4,9,0.0465,0.3618,0.5917,0.026328124999999952,0.5125000000000001,0.461171875,0.2546875,0.325,0.4203125,13.1,4.68,1.37,-0.04375000000000018,-0.054993567377468314,0.005952380952380945,-0.25396825396825407,8,15
Rennes,Troyes,1,1,9,0.9491,0.0113,0.0,0.46,0.6000000000000001,-0.06000000000000005,0.5033875,0.615,-0.11838749999999998,1.66,3.76,6.38,0.5333333333333332,0.14729344729344732,-0.15486111111111112,1.0,-14,-13
Guingamp,Monaco,3,3,9,0.3085,0.2932,0.3979,0.30531249999999993,0.425,0.2696875,0.3796375,0.16500000000000006,0.4553625,3.2,3.2,2.53,0.17430555555555527,-0.01792140607930083,-0.022558691308691314,-0.25396825396825407,12,4
Marseille,Angers,1,2,9,0.5517,0.2125,0.2289,0.28750000000000003,0.425,0.2874999999999999,0.3640625,0.375,0.26093750000000004,1.52,4.1,8.32,-0.8847222222222224,0.03158068783068779,0.022321428571428575,-0.0793650793650793,-1,6
Montpellier,Lorient,2,1,9,0.1343,0.1606,0.6896,-0.061640625,0.5875,0.474140625,-0.0996875,0.725,0.3746875000000001,2.15,3.48,3.73,0.3089285714285719,-0.04126602564102565,0.011866605616605602,-0.5714285714285714,10,10
St Etienne,Nice,1,4,9,0.4877,0.2115,0.2887,0.5094531250000001,0.13749999999999996,0.35304687500000004,0.448353125,0.2024999999999999,0.3491468750000001,1.77,3.84,5.16,1.5444444444444452,-0.06480958654871699,-0.1240790255496138,0.2857142857142857,0,-7
Lille,Nantes,0,1,9,0.2775,0.7225,0.0,0.27242187500000004,0.7375,-0.009921875000000052,0.382009375,0.6425000000000001,-0.024509375000000052,1.88,3.25,5.54,-2.3000000000000016,0.025641025641025644,-0.04302422723475355,0.42857142857142855,-1,-1
Lille,Montpellier,2,0,10,0.1468,0.7322,0.121,0.12460937500000002,0.6875,0.187890625,0.242153125,0.7175,0.040346874999999977,2.1,3.26,4.24,2.5666666666666673,-0.09188034188034187,-0.011507936507936509,0.30158730158730157,-1,-2
Ajaccio GFCO,Toulouse,2,2,10,0.2378,0.4354,0.3268,0.028046875000000013,0.7875,0.184453125,0.12426250000000005,0.815,0.06073750000000003,3.45,3.3,2.33,2.326388888888888,-0.03338675213675213,-0.06296086810792695,0.031746031746031744,1,3
Angers,Bastia,1,0,10,0.5026,0.4216,0.0758,0.3855468750000001,0.5125,0.101953125,0.4225,0.6499999999999999,-0.07249999999999993,2.06,3.18,4.52,-0.5,-0.05342261904761905,-0.13889281008846224,0.5555555555555556,-1,-9
Lyon,Reims,1,0,10,0.2976,0.4592,0.2432,0.24554687500000005,0.3875,0.366953125,0.31781250000000005,0.475,0.2071875,1.55,4.23,7.25,0.4583333333333335,-0.03888888888888889,0.012912087912087908,0.0,7,2
Troyes,Guingamp,0,1,10,0.5314,0.3514,0.1172,0.040000000000000015,0.6,0.36,0.098671875,0.7375,0.16382812499999996,2.85,3.29,2.74,0.8267857142857151,0.037581168831168826,-0.05572649572649574,-0.06060606060606061,4,4
Caen,St Etienne,1,0,10,0.1745,0.2625,0.5625,0.32093749999999993,0.3250000000000001,0.3540625,0.3962500000000001,0.1499999999999999,0.45375,2.44,3.31,3.24,-1.072222222222222,-0.01418026418026419,0.08907585470085469,0.0,0,2
Lorient,Bordeaux,3,2,10,0.7595,0.1497,0.0847,0.302578125,0.4125000000000001,0.28492187499999994,0.4284375,0.475,0.09656250000000002,2.79,3.37,2.74,-0.4166666666666674,0.030532212885154078,-0.058003464543712246,0.4444444444444445,-2,-4
Monaco,Rennes,1,1,10,0.0406,0.1046,0.847,0.267265625,0.4125,0.320234375,-0.03276249999999997,0.595,0.4377625,1.81,3.71,5.02,0.05555555555555536,-0.1205929487179487,0.03377959759538707,-0.6349206349206349,13,5
Paris SG,Marseille,2,1,10,0.8514,0.1237,0.0236,0.4575,0.4,0.14250000000000002,0.484721875,0.4775,0.037778125,1.33,5.53,11.12,-1.6611111111111119,0.08601364522417154,-0.04141414141414139,0.8571428571428572,-4,-15
Monaco,Lyon,1,1,10,0.0441,0.1045,0.8419,0.2825000000000001,0.3999999999999999,0.3175,0.09250000000000004,0.6499999999999999,0.2575000000000001,2.82,3.25,2.8,-0.5416666666666665,-0.08916500166500167,0.024741541353383467,-0.5555555555555556,12,4
Bastia,Paris SG,0,2,10,0.1208,0.2076,0.6701,0.056640625,0.4375,0.505859375,0.34070312500000005,0.2124999999999999,0.446796875,10.33,5.21,1.37,0.29000000000000004,0.08375771760059689,0.06785714285714287,-0.1818181818181821,4,12
Guingamp,Lille,1,1,10,0.384,0.4676,0.1484,0.365625,0.45,0.184375,0.4,0.5,0.10000000000000003,2.63,3.21,3.04,-0.4952380952380948,0.1075892857142857,0.08899711399711399,0.4444444444444445,-1,-1
Nantes,Troyes,3,0,10,0.6203,0.2609,0.1187,0.184453125,0.7875,0.028046875000000013,0.16480000000000006,0.74,0.09519999999999998,2.03,3.17,4.69,0.14583333333333348,0.054945054945054944,-0.060698621553884724,0.5238095238095237,-5,-5
Reims,Caen,0,1,10,0.6208,0.2436,0.1351,0.208046875,0.3625,0.429453125,0.4671875,0.375,0.15781249999999994,2.74,3.28,2.86,-1.0354166666666664,0.04672619047619048,-0.11784906270200386,0.44444444444444453,-4,4
St Etienne,Ajaccio GFCO,2,0,10,0.6962,0.2386,0.0651,0.2575,0.65,0.0925,0.3625,0.7,-0.06249999999999997,1.43,4.47,10.38,-0.18333333333333357,0.08977942347507563,0.09019428284134168,0.6868686868686869,-6,-14
Toulouse,Angers,1,2,10,0.1926,0.2059,0.5957,0.14367187499999998,0.4125,0.443828125,0.2609375,0.375,0.3640625,1.86,3.43,5.2,-0.2625000000000002,-0.07500624375624373,0.05992965367965368,-0.33333333333333337,13,13
Bordeaux,Montpellier,0,0,10,0.7286,0.2209,0.0503,0.208984375,0.6875,0.103515625,0.4684375,0.575,-0.04343749999999996,1.72,3.65,6.08,1.6,0.05054548135043489,0.00951479076479074,0.6666666666666667,-4,-3
Marseille,Lorient,1,1,10,0.7568,0.1071,0.0819,0.07960937499999997,0.4875,0.432890625,0.255859375,0.5875,0.15664062499999998,1.51,4.37,7.77,0.5327380952380953,0.07595772283272281,-0.013677988677988695,0.19191919191919193,1,5
Rennes,Nice,1,4,10,0.3265,0.2144,0.4464,0.2546875,0.325,0.4203125,0.3125000000000001,0.2499999999999999,0.4375000000000001,2.07,3.55,3.9,1.5916666666666668,-0.14909929252034515,-0.09991258741258739,0.0,7,-3
Caen,Nantes,0,2,10,0.5153,0.3909,0.0938,0.4475,0.29999999999999993,0.2525000000000001,0.4600000000000001,0.35,0.19,1.96,3.34,4.71,-3.394444444444444,0.05873015873015873,0.06022267206477731,0.6464646464646464,-12,-9
Lyon,Toulouse,3,0,10,0.5991,0.3089,0.092,0.3503125,0.575,0.07468750000000005,0.4090625,0.525,0.06593750000000001,1.68,3.9,5.96,0.18666666666666698,-0.02688608776844071,-0.13728363140127844,0.5454545454545454,-5,-10
Ajaccio GFCO,Nice,3,1,10,0.0268,0.0548,0.8477,0.02124999999999994,0.4500000000000001,0.52875,0.12414062500000005,0.3875,0.488359375,3.96,3.44,2.1,2.425476190476191,-0.19418914418914413,-0.016185411810411804,-0.7777777777777778,17,14
Angers,Guingamp,0,0,10,0.4443,0.5161,0.0395,0.481796875,0.23750000000000004,0.28070312499999994,0.3984375,0.375,0.2265625,2.7,3.14,2.98,0.2690476190476194,0.02815359477124183,-0.09737373737373736,0.2727272727272728,-1,-10
Lorient,Rennes,1,1,10,0.3776,0.2593,0.3613,0.3625,0.5,0.13749999999999998,0.412578125,0.2875,0.299921875,2.52,3.27,3.1,0.5500000000000003,0.03273809523809526,0.03888666888666889,0.18181818181818188,-3,2
Montpellier,Bastia,2,0,10,0.4843,0.2587,0.2557,0.2021875,0.725,0.07281250000000003,0.20156250000000006,0.825,-0.02656249999999997,1.87,3.41,5.15,-0.8933333333333331,-0.02137445887445885,0.005648629574460773,0.18181818181818177,1,4
Bordeaux,Troyes,1,0,10,0.9076,0.0753,0.0126,0.25625000000000003,0.75,-0.0062500000000000324,0.4,0.6,0.0,1.5,4.35,8.05,0.14666666666666694,0.08626971841368125,-0.09585689100201489,0.6161616161616161,-8,-6
Lille,Marseille,1,2,10,0.4287,0.4763,0.095,0.252890625,0.6375,0.10960937500000004,0.355234375,0.6375,0.007265625000000053,2.79,3.27,2.81,0.3979166666666667,-0.016914335664335665,-0.06151695526695527,0.5252525252525253,-4,-2
Paris SG,St Etienne,4,1,10,0.5176,0.282,0.2,0.5,0.25,0.25,0.46875,0.25,0.28125,1.36,5.31,10.53,-0.8299999999999996,0.04344380035169508,-0.001999389499389506,0.29292929292929293,0,-4
Reims,Monaco,0,1,10,0.4427,0.2585,0.2972,0.13375000000000006,0.575,0.29125,0.286328125,0.3125,0.401171875,3.46,3.36,2.31,0.08499999999999996,-0.04449585502217081,-0.07255347593582888,-0.09090909090909083,4,-2
Rennes,Paris SG,0,1,10,0.0299,0.1036,0.8622,0.138671875,0.3125,0.548828125,0.204296875,0.3125,0.483203125,6.12,3.72,1.7,1.3619444444444442,-0.03947210913155186,0.07404761904761903,-0.5034965034965035,12,7
Ajaccio GFCO,Bordeaux,2,0,10,0.4942,0.2051,0.2849,0.209765625,0.4875,0.30273437499999994,0.309375,0.625,0.06562499999999999,4.64,3.37,1.97,0.773333333333333,-0.010861164978812038,-0.07804196577416395,0.18181818181818177,3,6
Bastia,Caen,1,0,10,0.3636,0.2555,0.3788,0.004687500000000011,0.625,0.3703125,0.23875,0.45,0.31125,3.07,3.27,2.58,-0.29166666666666696,0.08818181818181821,0.009340659340659377,0.0,4,13
Guingamp,Lorient,2,2,10,0.5449,0.2047,0.2395,0.272265625,0.4375,0.290234375,0.339921875,0.4875,0.17257812499999994,2.25,3.39,3.56,0.5966666666666662,0.013186813186813182,-0.00037962037962044337,0.2727272727272728,1,1
St Etienne,Reims,3,0,10,0.4242,0.293,0.2824,0.2021875,0.725,0.07281250000000003,0.3957031249999999,0.4875,0.116796875,1.69,3.95,5.68,0.77,0.052434039390561155,0.07699633699633698,0.4545454545454547,-4,-7
Toulouse,Montpellier,1,1,10,0.5587,0.3471,0.0942,0.007265625000000053,0.6375,0.355234375,0.230078125,0.6875,0.08242187499999998,2.11,3.46,3.9,1.633333333333333,0.04753468753468752,0.09587301587301587,0.36363636363636354,2,1
Troyes,Lyon,0,1,10,0.0786,0.1803,0.7398,-0.06000000000000005,0.6,0.4600000000000001,-0.001953125,0.6875,0.314453125,5.3,3.84,1.75,1.2341269841269842,-0.07013875013875015,-0.007761497761497774,-0.49650349650349646,11,15
Monaco,Angers,1,0,11,0.053,0.1154,0.8229,0.34375,0.25,0.40625,0.11054687499999996,0.4375,0.4519531250000001,1.75,3.58,5.93,-0.5733333333333337,-0.16010378510378512,0.04169799498746868,-0.8181818181818181,17,4
Nantes,Marseille,0,1,11,0.435,0.2865,0.278,0.401640625,0.3875,0.210859375,0.29468750000000005,0.5249999999999999,0.18031250000000004,3.92,3.36,2.14,-0.3416666666666677,0.027754435107376282,-0.02770562770562769,0.45454545454545453,-4,-5
Nice,Lille,0,0,11,0.4759,0.3478,0.1763,0.3957031249999999,0.4875,0.116796875,0.328828125,0.5125,0.158671875,2.44,3.27,3.29,1.7208333333333328,0.17633053221288514,0.05784356725146197,0.3030303030303029,4,-9
Nice,Nantes,1,2,11,0.475,0.3249,0.2,0.3,0.4,0.3,0.2696875,0.425,0.30531249999999993,1.99,3.3,4.65,-0.42666666666666675,0.10550887021475255,0.04166666666666667,0.0,6,-3
Angers,Rennes,0,2,11,0.265,0.5945,0.1405,0.335234375,0.5875,0.077265625,0.35632812500000005,0.3374999999999999,0.30617187500000004,3.46,2.97,2.54,0.8888888888888893,-0.09701426024955437,-0.06765456765456765,0.07692307692307698,0,-6
Caen,Guingamp,2,1,11,0.467,0.3816,0.1514,0.209765625,0.4874999999999999,0.3027343750000001,0.30531249999999993,0.425,0.2696875,2.18,3.43,3.7,-0.6183862433862433,0.041997354497354505,0.043874643874643876,0.3846153846153848,-7,-6
Lille,Bastia,1,1,11,0.5308,0.3523,0.1169,0.2,0.6,0.2,0.31218749999999995,0.775,-0.0871875,1.65,3.7,6.91,-1.3333333333333335,-0.03472638472638472,-0.08077815667329734,0.4615384615384615,-3,1
Lorient,Troyes,4,1,11,0.9183,0.0642,0.0108,0.34710937500000005,0.7124999999999999,-0.059609374999999964,0.4684375,0.575,-0.04343749999999996,1.69,3.99,5.58,-1.4194444444444434,0.16269841269841273,-0.03212394474004383,0.7552447552447552,-12,-10
Montpellier,Nantes,2,1,11,0.226,0.2981,0.4757,0.2878125,0.325,0.3871875,0.2575,0.35,0.3925,2.32,3.16,3.66,-1.827777777777777,0.015256734006734024,0.05841767881241565,-0.30769230769230765,11,8
Paris SG,Toulouse,5,0,11,0.889,0.0381,0.0132,0.575078125,0.3875,0.03742187500000005,0.541796875,0.4375,0.02070312499999999,1.16,8.41,23.0,-0.06833333333333336,0.07257379560011139,-0.1252882520529579,1.0279720279720284,-14,-17
Reims,Ajaccio GFCO,1,2,11,0.7028,0.2683,0.0289,-0.03367187499999999,0.6375,0.3961718750000001,0.263671875,0.8125,-0.076171875,1.87,3.45,5.1,-0.23888888888888937,0.07539682539682539,-0.05343029791559203,0.6923076923076923,-11,-6
Bordeaux,Monaco,3,1,11,0.3464,0.2798,0.3731,0.193515625,0.3875000000000001,0.418984375,0.398828125,0.1875,0.413671875,2.53,3.32,3.19,0.8624999999999998,-0.047033685268979455,-0.03924247049247048,-0.23076923076923073,4,9
Lyon,St Etienne,3,0,11,0.5715,0.3229,0.1055,0.42625,0.35,0.22375,0.4464843749999999,0.3625,0.191015625,2.02,3.5,4.19,-0.4972222222222218,-0.011818900054194198,-0.03554894179894179,0.15384615384615385,-2,-2
Marseille,Nice,0,1,11,0.3762,0.1709,0.3641,0.35851562499999995,0.4875,0.153984375,0.23406249999999995,0.425,0.3409375,1.69,4.08,5.4,0.7712301587301584,-0.10873617123617124,-0.01618104118104119,-0.23076923076923073,9,3
Nice,Lyon,3,0,11,0.2196,0.2367,0.5415,0.219453125,0.2875,0.493046875,0.191171875,0.4875,0.321328125,4.07,3.5,2.04,1.3111111111111118,0.046669703548261415,0.03202798663324978,-0.3076923076923077,11,4
Guingamp,Toulouse,2,0,11,0.8141,0.1087,0.0595,0.240078125,0.7125,0.04742187499999997,0.385234375,0.6125,0.002265624999999993,2.19,3.44,3.66,1.1146825396825393,0.06760531135531136,-0.07576536442082657,0.558974358974359,-6,-7
Lorient,Paris SG,1,2,11,0.0743,0.1991,0.726,0.33875,0.15000000000000002,0.51125,0.43625,0.09999999999999998,0.4637500000000001,7.58,4.4,1.51,0.18214285714285694,0.03242163913822779,0.06762681762681765,-0.33333333333333337,4,8
Monaco,Nantes,1,0,11,0.1944,0.3171,0.4884,0.296171875,0.4625,0.241328125,0.25429687500000003,0.4375,0.308203125,1.72,3.61,6.13,-1.6785714285714288,-0.018284493284493275,0.004366819827346144,-0.205128205128205,12,-3
Montpellier,Reims,3,1,11,0.4282,0.2878,0.2835,0.46375,0.65,-0.11374999999999995,0.452265625,0.5375,0.01023437500000002,2.1,3.39,4.03,0.5297619047619051,0.04905603655603657,0.03732672556201967,0.21538461538461534,-2,3
Troyes,Lille,1,1,11,0.127,0.5777,0.2953,-0.08718749999999997,0.775,0.31218749999999995,-0.04281250000000003,0.775,0.2678125,3.83,3.23,2.23,-0.5810657596371884,0.021387342815914232,0.024062914385495023,-0.18461538461538463,7,3
Bastia,Ajaccio GFCO,1,2,11,0.6909,0.221,0.0876,0.16000000000000006,0.3999999999999999,0.4400000000000001,0.34125000000000005,0.5499999999999999,0.10875,2.22,3.16,3.94,-0.3452380952380958,0.12546124510410223,0.01087999302285017,0.6564102564102565,-8,-1
Caen,Angers,0,0,11,0.1758,0.2353,0.5876,0.3025,0.55,0.14749999999999994,0.3925,0.35,0.2575,1.92,3.27,5.17,-0.26666666666666705,-0.10520597127739982,0.06540496540496539,0.07692307692307676,-2,-2
Rennes,Bordeaux,2,2,11,0.5134,0.21899999999999997,0.2607,0.209765625,0.4875,0.30273437499999994,0.16749999999999998,0.8,0.03249999999999996,2.47,3.13,3.38,1.0166666666666662,-0.014422305134379435,-0.1050151302086287,0.3846153846153846,0,-4
St Etienne,Marseille,0,2,11,0.5374,0.2571,0.2046,0.183203125,0.5375,0.279296875,0.412578125,0.2875,0.299921875,2.59,3.29,3.03,-0.4347222222222227,0.05422108085151564,0.029374628639334516,0.46153846153846156,-4,-6
Lyon,Montpellier,2,4,11,0.6132,0.3534,0.0334,0.3125,0.25,0.4375,0.531640625,0.3625,0.10585937499999998,1.56,4.18,7.19,0.23809523809523903,0.005608910230758976,-0.021699134199134204,0.7025641025641024,-13,-12
Ajaccio GFCO,Lorient,1,1,11,0.4374,0.2283,0.3276,0.483203125,0.3125,0.204296875,0.394375,0.425,0.180625,2.77,3.16,2.92,0.7579365079365079,0.03022741147741148,-0.03057012432012432,0.1538461538461538,3,7
Angers,Lille,2,0,11,0.1385,0.7225,0.139,0.14687499999999998,0.625,0.228125,0.260078125,0.5375,0.20242187500000006,2.96,2.82,3.06,-0.5952380952380962,0.013165266106442579,-0.017171717171717157,0.2666666666666666,-3,-11
Nantes,Bastia,0,0,11,0.5378,0.2829,0.1791,0.14570312500000002,0.6875,0.16679687499999998,0.2125,0.75,0.037500000000000006,1.85,3.29,5.63,-2.05952380952381,0.0006600930970678959,-0.0612735673979737,0.558974358974359,-5,-8
Paris SG,Troyes,4,1,11,0.8365,0.0065,0.001,0.5903125,0.425,-0.01531250000000001,0.5816406249999999,0.4875,-0.06914062500000001,1.07,14.5,51.0,-1.3833333333333342,0.14526567487093803,-0.0864469255522955,1.153846153846154,-18,-19
Reims,Rennes,2,2,11,0.2209,0.3051,0.4738,-0.09054687499999996,0.7625,0.328046875,0.03125,0.55,0.41875,2.9,3.02,2.91,0.48571428571428665,-0.06160684553541697,-0.003694659682054638,-0.13333333333333341,8,9
Toulouse,Nice,2,0,11,0.132,0.1401,0.6861,-0.03367187499999999,0.6375,0.3961718750000001,0.146484375,0.4375,0.416015625,2.47,3.46,3.07,0.6293083900226755,-0.12337477337477336,0.017485754985754998,-0.3948717948717948,17,14
Bordeaux,Caen,1,4,11,0.456,0.3149,0.22899999999999998,0.31125,0.45,0.23875,0.4671875,0.375,0.15781249999999994,2.04,3.38,4.27,0.7942460317460323,0.049842728159844446,-0.05478608692894407,0.24102564102564095,-6,10
Marseille,Monaco,3,3,11,0.4273,0.2177,0.3435,0.35,0.30000000000000004,0.35,0.10875,0.55,0.34124999999999994,1.85,3.56,4.96,0.43809523809523787,-0.010600562762216909,0.009050671550671519,-0.3999999999999999,16,6
St Etienne,Guingamp,3,0,11,0.612,0.2655,0.1224,0.11695312500000005,0.5874999999999999,0.29554687500000004,0.291015625,0.5125,0.196484375,1.95,3.4,4.7,-0.007823129251700589,0.07425298993621976,0.023652794451113776,0.4,-4,-4
Angers,Paris SG,0,0,12,0.08199999999999999,0.4806,0.4374,0.203046875,0.2625,0.534453125,0.2803125000000001,0.225,0.4946875,11.17,4.69,1.39,0.9697916666666666,-0.08670303563395668,-0.008966033966033966,-0.5294117647058825,6,2
Lorient,Nice,0,0,12,0.3321,0.1952,0.4415,0.234296875,0.5125,0.25320312500000003,0.31125,0.45,0.23875,1.89,3.72,4.47,0.24821428571428594,-0.04442750735854181,-0.020373029748029764,0.0,4,3
Nantes,Lyon,0,0,12,0.2082,0.299,0.4926,0.1265625,0.625,0.2484375,0.1671875,0.625,0.2078125,3.45,3.19,2.4,-1.3095238095238098,-0.023198061839970238,-0.027354788069073793,-0.06666666666666665,5,5
Bastia,Bordeaux,1,0,12,0.6411,0.1727,0.1684,0.19632812500000005,0.5874999999999999,0.21617187500000004,0.23500000000000004,0.7,0.06500000000000003,3.02,3.28,2.61,0.05714285714285694,0.03492275698158048,-0.11116681490409926,0.5333333333333334,-9,3
Guingamp,Reims,1,2,12,0.6408,0.2106,0.1465,0.228984375,0.7375,0.03351562499999998,0.434453125,0.5875,-0.02195312499999999,1.94,3.53,4.46,0.7003401360544212,0.08294225615654191,0.010075778563173474,0.46666666666666673,-6,-4
Lille,St Etienne,1,0,12,0.3737,0.3779,0.2483,0.12656250000000002,0.625,0.2484375,0.2575000000000001,0.6499999999999999,0.09250000000000004,2.48,3.21,3.27,1.1095238095238096,-0.01734693877551019,-0.027335934373749524,-0.06666666666666665,9,12
Monaco,Caen,1,1,12,0.1413,0.24600000000000002,0.6122,0.327265625,0.3625,0.31023437499999995,0.373046875,0.3374999999999999,0.2894531250000001,1.85,3.66,4.88,0.2726190476190471,-0.04234337091479949,-0.03887166509346959,-0.20000000000000007,10,5
Montpellier,Ajaccio GFCO,0,2,12,0.5235,0.263,0.2127,0.464609375,0.11250000000000004,0.422890625,0.4740625,0.275,0.25093750000000004,1.72,3.57,6.32,-0.27708333333333357,0.07300459956709957,0.01583555333555335,0.2941176470588236,-5,-3
Troyes,Toulouse,0,3,12,0.4809,0.3193,0.1998,0.015625,0.75,0.234375,0.09164062500000003,0.8875,0.020859375000000027,3.27,3.33,2.42,1.3026785714285714,0.0051722582972582865,-0.14936196821573958,0.1176470588235294,1,1
Rennes,Marseille,0,1,12,0.2566,0.2728,0.4699,0.249609375,0.4125,0.337890625,0.07679687500000004,0.4624999999999999,0.4607031250000001,3.27,3.31,2.43,0.05119047619047601,0.030914052530593886,0.05514485514485515,-0.06666666666666665,10,-3
Nice,Paris SG,0,3,12,0.1012,0.2374,0.6611,0.22156250000000005,0.325,0.4534375,0.2525,0.30000000000000004,0.4475,7.84,4.53,1.49,1.4095238095238098,0.031184634597578698,0.05212550607287447,-0.543859649122807,13,4
Ajaccio GFCO,Nantes,1,1,12,0.3725,0.33,0.2974,0.484375,0.375,0.140625,0.390859375,0.4125,0.196640625,3.04,3.12,2.7,-1.047619047619047,0.06176983613958402,0.03141246545851807,0.0117647058823529,10,3
Bastia,Monaco,1,2,12,0.3889,0.2181,0.381,0.302578125,0.4125,0.28492187500000005,0.308203125,0.4375,0.254296875,4.1,3.25,2.13,-0.3343750000000001,0.0012539087374613678,-0.048197115384615394,0.0,1,9
Caen,Lille,1,2,12,0.3271,0.4835,0.1894,0.337890625,0.4125,0.249609375,0.3709375,0.525,0.10406249999999996,2.52,3.11,3.32,-0.6277777777777778,0.04104662698412698,0.03557692307692309,0.588235294117647,-13,-16
